slug,name,brandSlug,price,thickness,length,width,weight,material,features,imageUrl,shopifyId
liforme-liforme-rainbow-travel-yoga-mat,"Liforme Rainbow Travel Yoga Mat",liforme,,,,,,Natural Rubber,"Eco-Friendly; Non-Slip; Lightweight; Alignment Marks",,7772470182063
liforme-liforme-white-magic-travel-yoga-mat,"Liforme White Magic Travel Yoga Mat",liforme,,2,,,,Natural Rubber,"Eco-Friendly; Non-Slip; Lightweight; Alignment Marks",,7772479881391
liforme-liforme-classic-yoga-mat-travel-mat-bundle,"Liforme Classic Yoga Mat & Travel Mat Bundle",liforme,,,,,,,"Lightweight",,7794263818415
liforme-liforme-classic-yoga-mat-and-yoga-pad-bundle,"Liforme Classic Yoga Mat and Yoga Pad Bundle",liforme,,,,,,,"Extra Thick; Lightweight",,7806773133487
liforme-liforme-classic-travel-yoga-mat-and-yoga-pad-bundle,"Liforme Classic Travel Yoga Mat and Yoga Pad Bundle",liforme,,,,,,,"Lightweight",,7819513430191
liforme-liforme-classic-yoga-mat-travel-mat-yoga-pad-bundle,"Liforme Classic Yoga Mat, Travel & Pad Bundle",liforme,,,,,,,"Lightweight",,7843816603823
liforme-liforme-cosmic-moon-yoga-mat-travel-mat-bundle,"Liforme Cosmic Moon Yoga Mat & Travel Mat Bundle",liforme,,,,,,,"Eco-Friendly; Non-Slip; Lightweight; Alignment Marks",,14834002329976
liforme-liforme-mindful-garden-yoga-mat-travel-mat-bundle,"Liforme Mindful Garden Yoga Mat & Travel Mat Bundle",liforme,,,,,,,"Eco-Friendly; Lightweight; Alignment Marks",,14834011013496
manduka-manduka-pro-yoga-mat,"Manduka PRO™ Yoga Mat 6mm",manduka,,6,172.72,,,,"Extra Thick; Antimicrobial; Closed-Cell",,4357742755898
manduka-prolite-yoga-mat,"PROlite® Yoga Mat 4.7mm",manduka,,4.7,180.34,,,,"Eco-Friendly; Extra Thick; Closed-Cell",,4357742690362
manduka-eko-yoga-mat-5mm,"eKO® Yoga Mat 5mm",manduka,,5,180.34,,,,"Eco-Friendly; Non-Slip; Alignment Marks; Closed-Cell",,4487155056698
manduka-grp-adapt-2-0-yoga-mat-5mm,"GRP® Adapt 2.0 Yoga Mat 5mm",manduka,,5,180.34,,,,"",,7481303269434
manduka-grp-adapt-lite-2-0-yoga-mat-4mm,"GRP® Adapt Lite 2.0 Yoga Mat 4mm",manduka,,4,180.34,,,,"",,7481311395898
manduka-eko-lite-yoga-mat-4mm,"eKO® lite Yoga Mat 4mm",manduka,,4,180.34,,,Natural Rubber,"Extra Thick; Non-Slip; Lightweight",,2519958290490
manduka-eko-superlite-travel-yoga-mat,"eKO® Superlite Travel Yoga Mat 1.5mm",manduka,,1.5,180.34,,,Natural Rubber,"Non-Slip; Lightweight",,4357743476794
manduka-grp®-adapt-travel-yoga-mat-1-5mm,"GRP® Adapt Travel Yoga Mat 1.5mm",manduka,,1.5,180.34,,,,"Non-Slip; Lightweight",,7372098895930
manduka-pro-travel-yoga-mat,"PRO Travel Yoga Mat 2mm",manduka,,2,180.34,,1.0886229826455354,,"Eco-Friendly; Non-Slip; Lightweight; Extra Wide; Closed-Cell",,2519968645178
manduka-pro-squared-yoga-mat,"PRO® Squared Yoga Mat 6mm",manduka,,6,78,78,,,"Extra Thick",,6571125211194
manduka-pro-long-wide-yoga-mat,"PRO® Long & Wide Yoga Mat 6mm",manduka,,6,79,52,,,"Extra Thick; Extra Wide",,7138656354362
manduka-prolite-long-wide-yoga-mat,"PROlite® Long & Wide Yoga Mat 4.7mm",manduka,,4.7,79,30,,,"Extra Thick; Extra Wide",,7138656387130
manduka-manduka-x-yoga-mat-5mm,"Manduka X Yoga Mat 5mm",manduka,,5,180.34,,,,"Non-Slip",,4357761073210
manduka-begin-yoga-mat-5mm,"begin yoga mat 5mm",manduka,,5,172.72,,,,"Reversible; Extra Thick; Lightweight; Alignment Marks",,2519968153658
manduka-shala-yoga-rug,"Shala Yoga Rug",manduka,,,71,26,,,"Eco-Friendly",,7297354825786
manduka-eko®-yoga-mat-5mm-2-0,"eKO® Yoga Mat 5mm (SALE)",manduka,,5,180.34,,,,"Eco-Friendly; Non-Slip; Alignment Marks; Closed-Cell",,7476532183098
okoliving-chakraalign,"Chakra Align - Herbal Yoga Mat, 7mm",okoliving,,7,195.58,68.58,1.814371637742559,Cotton,"Eco-Friendly; Extra Thick; Antimicrobial",,8613351620850
okoliving-yin-yang-amethyst,"Yin-Yang Amethyst - Naturally Dyed Herbal Yoga Mat 7mm",okoliving,,7,195.58,68.58,1.814371637742559,Cotton,"Eco-Friendly; Extra Thick; Antimicrobial",,8543398953202
okoliving-yin-yang-clay,"Yin-Yang Clay - Naturally Dyed Herbal Yoga Mat 7mm",okoliving,,7,195.58,68.58,1.814371637742559,Cotton,"Eco-Friendly; Extra Thick; Antimicrobial",,8543328927986
okoliving-solarflower,"Solar Flower - Naturally Dyed Herbal Yoga Mat 7mm",okoliving,,7,195.58,68.58,1.814371637742559,Cotton,"Eco-Friendly; Extra Thick; Antimicrobial",,8744090730738
okoliving-diamond-yoga-mat-clay-7mm,"Diamond Yoga Mat - Clay 7mm - Organic Cotton",okoliving,,7,187.96,68.58,1.9504495105732509,Natural Rubber,"Eco-Friendly; Extra Thick; Non-Slip; Extra Long; Extra Wide; Antimicrobial; Premium",,8102583206130
okoliving-chakra,"Chakra Energy - Herbal Yoga Mat",okoliving,,5,187.96,68.58,1.542215892081175,Cotton,"Eco-Friendly; Antimicrobial",,5980177399968
okoliving-clay,"Clay - Naturally Dyed Herbal Yoga Mat",okoliving,,5,187.96,68.58,1.542215892081175,Cotton,"Eco-Friendly; Antimicrobial",,4461964689501
okoliving-jade-jute-5mm,"Jade & Jute - Naturally Dyed Herbal Yoga Mat",okoliving,,5,187.96,68.58,1.542215892081175,Cotton,"Eco-Friendly; Non-Slip; Lightweight; Antimicrobial",,7678629839090
okoliving-indigo-moon,"Indigo Moon - Naturally Dyed Herbal Yoga Mat",okoliving,,5,187.96,68.58,1.542215892081175,Cotton,"Eco-Friendly; Antimicrobial",,5498001686688
okoliving-diamond-yoga-mat-clay-cream,"Diamond Yoga Mat - Clay & Cream 7mm",okoliving,,7,187.96,68.58,1.9504495105732509,Natural Rubber,"Eco-Friendly; Extra Thick; Non-Slip; Extra Long; Extra Wide; Antimicrobial; Premium",,8033485324530
okoliving-thirdeyechakra,"Third Eye - Chakra 7mm",okoliving,,7,195.58,68.58,2.041168092460379,Cotton,"Eco-Friendly; Extra Thick; Antimicrobial",,8836359389426
okoliving-emerald,"Emerald - Naturally Dyed Herbal Yoga Mat",okoliving,,5,187.96,68.58,1.542215892081175,Cotton,"Eco-Friendly; Antimicrobial",,8888968544498
okoliving-thirdeyeclay,"Third Eye - Clay 7mm",okoliving,,7,195.58,68.58,2.041168092460379,Cotton,"Eco-Friendly; Extra Thick; Antimicrobial",,8836328882418
okoliving-rose-quartz,"Rose Quartz - Naturally Dyed Herbal Yoga Mat",okoliving,,5,187.96,68.58,1.542215892081175,Cotton,"Eco-Friendly; Antimicrobial",,4461765951581
okoliving-sunstone,"Sunstone - Naturally Dyed Herbal Yoga Mat",okoliving,,5,187.96,68.58,1.542215892081175,Cotton,"Eco-Friendly; Antimicrobial",,7458485567730
okoliving-jade-jute-travel,"Jade & Jute - Travel Yoga Mat",okoliving,,3,,,0.9071858188712795,Cotton,"Eco-Friendly; Non-Slip; Lightweight; Antimicrobial",,7458519613682
okoliving-clay-travel-mat,"Clay - Travel Yoga Mat",okoliving,,3,,,1.1339822735890994,Cotton,"Eco-Friendly; Non-Slip; Lightweight; Antimicrobial",,7921829413106
okoliving-herbal-yoga-mat,"Organic Cotton Herbal Yoga Mat",okoliving,,3,,,1.814371637742559,Cotton,"Eco-Friendly; Extra Thick; Non-Slip; Lightweight; Antimicrobial",,7948116525298
scoria-mountain-lion-cork-mat-3-5mm,"Mountain Lion Cork Yoga Mat | 3.5MM OR 4.5MM",scoria,,3.5,182.88,66.04,2.8,Natural Rubber,"Non-Slip; Extra Wide; Antimicrobial",,1521966415915
scoria-blossom-cork-yoga-mat,"Blossom Cork Yoga Mat | 4.5MM",scoria,,4.5,182.88,66.04,3.1,Natural Rubber,"Non-Slip; Extra Wide; Antimicrobial",,1314895757355
scoria-tree-of-life-cork-yoga-mat-4-5mm,"Tree of Life Alignment Cork Yoga Mat | 4.5MM",scoria,,4.5,182.88,66.04,3.1,Natural Rubber,"Non-Slip; Extra Wide; Alignment Marks; Antimicrobial",,6589050126379
scoria-botanicals-cork-yoga-mat,"Botanicals Cork Yoga Mat | 4.5MM",scoria,,4.5,182.88,66.04,3.1,Natural Rubber,"Non-Slip; Extra Wide; Antimicrobial",,1373341941803
scoria-essential-cork-yoga-mat,"Standard Essential Cork Yoga Mat",scoria,,3.5,182.88,66.04,2.9,Natural Rubber,"Non-Slip; Extra Wide; Antimicrobial",,1356964200491
scoria-flying-dragon-cork-yoga-mat-4-5mm,"Flying Dragon Cork Yoga Mat | 4.5MM",scoria,,4.5,182.88,66.04,3.1,Natural Rubber,"Non-Slip; Extra Wide; Antimicrobial",,7312228581419
scoria-moon-phases-cork-mat,"Moon Phases Cork Yoga Mat | 4.5MM",scoria,,4.5,182.88,66.04,3.1,Natural Rubber,"Non-Slip; Extra Wide; Antimicrobial",,1833914859563
scoria-summit-peak-cork-yoga-mat-4-5mm,"Summit Peak Cork Yoga Mat | 4.5MM",scoria,,4.5,182.88,66.04,3.1,Natural Rubber,"Non-Slip; Extra Wide; Antimicrobial",,7102542839851
scoria-night-bear,"Night Bear Cork Yoga Mat | 4.5MM | Collab Edition",scoria,,4.5,182.88,66.04,3.1,Natural Rubber,"Non-Slip; Extra Wide; Antimicrobial",,1839977332779
scoria-power-bear-cork-yoga-mat-3-5mm,"Day Bear Cork Yoga Mat | 3.5MM",scoria,,3.5,182.88,66.04,2.9,Natural Rubber,"Non-Slip; Extra Wide; Antimicrobial",,1857071087659
scoria-chakra-alignment-cork-yoga-mat-4-5mm,"Chakras Alignment Cork Yoga Mat | 4.5MM",scoria,,4.5,182.88,66.04,3.1,Natural Rubber,"Non-Slip; Extra Wide; Alignment Marks; Antimicrobial",,1838631125035
scoria-myco-forest-cork-yoga-mat-4-5mm,"Myco Forest Cork Yoga Mat | 4.5MM",scoria,,4.5,182.88,66.04,3.1,Natural Rubber,"Eco-Friendly; Non-Slip; Extra Wide; Antimicrobial",,7084675203115
scoria-butterfly-cork-yoga-mat-4-5mm,"Butterfly Cork Yoga Mat | 4.5MM",scoria,,4.5,182.88,66.04,3.1,Natural Rubber,"Non-Slip; Extra Wide; Antimicrobial",,6589049569323
scoria-mandala-cork-yoga-mat-4-5mm-collab-edition,"Mandala Cork Yoga Mat | 4.5MM | Collab Edition",scoria,,4.5,182.88,66.04,3.1,Natural Rubber,"Eco-Friendly; Non-Slip; Extra Wide; Antimicrobial",,6589049798699
scoria-owl-cork-yoga-mat-4-5mm,"Owl Cork Yoga Mat | 4.5MM",scoria,,4.5,182.88,66.04,3.1,Natural Rubber,"Non-Slip; Extra Wide; Antimicrobial",,6589050290219
scoria-revolve-cork-yoga-mat,"Revolve Cork Yoga Mat | 4.5MM",scoria,,4.5,182.88,66.04,3.1,Natural Rubber,"Non-Slip; Extra Wide; Antimicrobial",,1347082321963
scoria-unicorn-adults-cork-yoga-mat-3-5mm,"Unicorn Adults Cork Yoga Mat | 4.5MM",scoria,,4.5,182.88,66.04,2.9,Natural Rubber,"Non-Slip; Extra Wide; Antimicrobial",,4852349698091
scoria-alignment-yoga-mat,"Inner Child Alignment Cork Yoga Mat | 3.5MM",scoria,,3.5,182.88,66.04,2.9,Natural Rubber,"Non-Slip; Extra Wide; Alignment Marks; Antimicrobial",,9021239245
scoria-connection-yoga-mat,"Connection Cork Yoga Mat | 3.5MM",scoria,,3.5,182.88,66.04,2.9,Natural Rubber,"Non-Slip; Extra Wide; Alignment Marks; Antimicrobial",,9022646605
scoria-travel-essential-cork-yoga-mat-2mm,"Travel Essential Cork Yoga Mat | 2MM",scoria,,2,182.88,60.96,1.9,Natural Rubber,"Non-Slip; Lightweight; Antimicrobial",,4352384335915
scoria-travel-chakras-alignment-cork-yoga-mat-2mm,"Travel Artist Cork Yoga Mat | 2MM",scoria,,2,182.88,60.96,1.9,Natural Rubber,"Non-Slip; Lightweight; Antimicrobial",,6779477524523
scoria-x-wide-essential-cork-yoga-mat-4-5mm,"X-WIDE Essential Cork Yoga Mat | 4.5MM",scoria,,4.5,182.88,76.2,4,Natural Rubber,"Non-Slip; Extra Wide",,6770934972459
scoria-tall-essential-cork-yoga-mat-3-5mm-6-8-tall,"X-TALL Cork Yoga Mat | 6′7 | 4.5MM",scoria,,4.5,203.2,71.12,4.4,Natural Rubber,"Non-Slip; Antimicrobial",,4376449581099
scoria-x-large-printed-blossom,"X-TALL Blossom Cork Yoga Mat | 6'7 long | 4.5MM",scoria,,4.5,203.2,71.12,4.4,Natural Rubber,"Non-Slip; Antimicrobial",,4484404969515
scoria-x-tall-moon-phases-cork-yoga-mat-67-long-4-5mm,"X-Tall Moon Phases Cork Yoga Mat | 6'7 long | 4.5MM",scoria,,4.5,203.2,71.12,4.4,Natural Rubber,"Non-Slip; Antimicrobial",,7323631288363
scoria-extra-thick-essential-cork-yoga-mat-6mm,"X-Thick Essential Cork Yoga Mat | 6MM",scoria,,6,182.88,66.04,4.5,Natural Rubber,"Extra Thick; Non-Slip; Extra Wide",,4403549929515
scoria-x-thick-moon-phases-cork-yoga-mat-6mm,"X-Thick Moon Phases Cork Yoga Mat | 6MM",scoria,,6,182.88,66.04,4,Natural Rubber,"Extra Thick; Non-Slip; Extra Wide; Antimicrobial",,7293624909867
scoria-tree-of-life-alignment-cork-yoga-mat-6mm,"X-Thick Tree of Life Alignment Cork Yoga Mat | 6MM",scoria,,6,182.88,66.04,4,Natural Rubber,"Extra Thick; Non-Slip; Extra Wide; Alignment Marks; Antimicrobial",,6779468775467
scoria-x-thick-botanicals-cork-yoga-mat-6mm,"X-Thick Botanicals Cork Yoga Mat | 6MM",scoria,,6,182.88,66.04,4,Natural Rubber,"Extra Thick; Non-Slip; Extra Wide; Antimicrobial",,6541948289067
scoria-x-thick-mycoforest-cork-yoga-mat-6mm,"X-Thick Myco Forest Cork Yoga Mat | 6MM",scoria,,6,182.88,66.04,4,Natural Rubber,"Eco-Friendly; Extra Thick; Non-Slip; Extra Wide; Antimicrobial",,7399161757739
scoria-x-thick-butterfly-cork-yoga-mat-6mm,"X-Thick Butterfly Cork Yoga Mat | 6MM",scoria,,6,182.88,66.04,4,Natural Rubber,"Extra Thick; Non-Slip; Extra Wide; Antimicrobial",,7399178600491
scoria-biggest-essential-cork-yoga-mat-6mm,"BIGGEST Essential Cork Yoga Mat | 6MM",scoria,,6,203.2,76.2,5.5,Natural Rubber,"Extra Thick; Non-Slip; Extra Wide; Antimicrobial",,6770953584683
scoria-biggest-botanicals-cork-yoga-mat-6mm,"Biggest Botanicals Cork Yoga Mat | 6MM",scoria,,6,203.2,76.2,5,Natural Rubber,"Extra Thick; Non-Slip; Extra Wide; Antimicrobial",,7102543167531
scoria-biggest-tree-of-life-cork-yoga-mat-6mm,"Biggest Tree of Life Cork Yoga Mat | 6MM",scoria,,6,203.2,76.2,5,Natural Rubber,"Extra Thick; Non-Slip; Extra Wide; Antimicrobial",,7396267294763
scoria-childrens-big-cork-yoga-mat,"Kids Align Play & Cork Yoga Mat",scoria,,3,149.86,58.42,2,Natural Rubber,"Non-Slip; Antimicrobial",,11053491405
scoria-kids-essential-non-toxic-cork-yoga-play-mat-big,"Kids Essential Play & Cork Yoga Mat",scoria,,3,149.86,58.42,2,Natural Rubber,"Non-Slip; Antimicrobial",,6589049274411
scoria-kids-space-non-toxic-cork-yoga-play-mat-big,"Kids Space Play & Cork Yoga Mat",scoria,,3,149.86,58.42,2,Natural Rubber,"Non-Slip; Antimicrobial",,4351958089771
scoria-kids-unicorn-non-toxic-cork-yoga-play-mat-big,"Kids Unicorn Play & Cork Yoga Mat",scoria,,3,149.86,58.42,2,Natural Rubber,"Non-Slip; Antimicrobial",,4351954616363
scoria-essential-round-yoga-mat-multi-use-53-dia,"Essential Round Cork Yoga Mat | Multi-use | 53"" dia",scoria,,4.5,,,4,Natural Rubber,"Non-Slip; Lightweight; Antimicrobial",,7396275290155
scoria-solar-bloom-round-yoga-mat-multi-use-53-dia,"Solar Bloom Round Cork Yoga Mat | Multi-use | 53"" dia",scoria,,4.5,,,4,Natural Rubber,"Non-Slip; Lightweight; Antimicrobial",,7396275257387
scoria-blue-petals-round-yoga-mat-multi-use-53-dia,"Blue Petals Round Cork Yoga Mat | Multi-use | 53"" dia",scoria,,4.5,,,4,Natural Rubber,"Non-Slip; Lightweight; Antimicrobial",,7396274307115
scoria-soft-skies-round-yoga-mat-multi-use-53-dia,"Soft Skies Round Cork Yoga Mat | Multi-use | 53"" dia",scoria,,4.5,,,4,Natural Rubber,"Non-Slip; Lightweight; Antimicrobial",,7396272308267
scoria-color-strokes-round-yoga-or-baby-mat-multi-use-47-dia,"Brush Strokes Round Cork Yoga Mat or Baby Mat | Multi-use | 47"" dia",scoria,,4.5,,,4,Natural Rubber,"Non-Slip; Lightweight; Antimicrobial",,7396269719595
scoria-elephant-walk-round-baby-mat-play-stretch-47-dia,"Elephant Walk Round Baby Mat - Cork Yoga Mat | Play & Stretch | 47"" dia",scoria,,4.5,,,4,Natural Rubber,"Non-Slip; Lightweight; Antimicrobial",,7396227121195
sensu-foam-roller-set,"9-in-1 Foam Roller Set",sensu,,,,,6.8038936415345965,Natural Rubber,"Eco-Friendly; Lightweight; Extra Wide",,4541386293387
sensu-large-exercise-mat-6-x-4-x-8-5mm,"Large Exercise Mat",sensu,,8.5,6,4,,PVC,"Eco-Friendly; Extra Thick; Extra Wide",,6178684993685
sensu-large-yoga-mat-6-x-4-x-9mm,"Large Yoga Mat",sensu,,7,,,,PVC,"Eco-Friendly; Extra Thick; Non-Slip; Lightweight; Extra Wide",,6177838923925
shaktiwarrior-recycled-pu-yoga-mat-sage,"Recycled PU Yoga Mat - Sage",shaktiwarrior,,,,182.88,,Natural Rubber,"Eco-Friendly; Non-Slip; Alignment Marks",,7380228571202
shaktiwarrior-recycled-pu-yoga-mat-firestone,"Recycled PU Yoga Mat - Firestone",shaktiwarrior,,,,182.88,,Natural Rubber,"Eco-Friendly; Non-Slip",,7380222967874
shaktiwarrior-recycled-pu-yoga-mat-moonbeam,"Recycled PU Yoga Mat - Moonbeam",shaktiwarrior,,,,182.88,,Natural Rubber,"Eco-Friendly; Non-Slip; Alignment Marks",,7380221689922
shaktiwarrior-recycled-pu-yoga-mat-earthstone,"Recycled PU Yoga Mat - Earthstone",shaktiwarrior,,,,182.88,,Natural Rubber,"Eco-Friendly; Non-Slip; Alignment Marks",,7379928350786
shaktiwarrior-chakra-pro,"Cork Yoga Mat - Chakra",shaktiwarrior,,,182.88,,,Natural Rubber,"Eco-Friendly; Non-Slip",,102427983891
shaktiwarrior-sahasrara-pro,"Cork Yoga Mat - Sahasrara",shaktiwarrior,,,182.88,,,Cork,"Eco-Friendly; Non-Slip",,4774451576898
shaktiwarrior-tpe-yoga-mat-akasa,"TPE Yoga Mat - Akasa",shaktiwarrior,,6,182.88,,,TPE,"Eco-Friendly; Extra Thick; Non-Slip",,7220116914242
shaktiwarrior-chakra-shanti-pu-yoga-mat,"Recycled PU Yoga Mat - Chakra",shaktiwarrior,,,,182.88,,Natural Rubber,"Eco-Friendly; Non-Slip",,6840115822658
shaktiwarrior-anahata-shanti-pu-yoga-mat,"Recycled PU Yoga Mat - Anahata",shaktiwarrior,,,,182.88,,Natural Rubber,"Eco-Friendly; Non-Slip",,6840112808002
shaktiwarrior-sahasrara-hemp,"Hemp Yoga Mat - Sahasrara",shaktiwarrior,,,182.88,,,,"Eco-Friendly; Non-Slip",,4704917585986
shaktiwarrior-sahasrara-pu-wide-yoga-mat,"Recycled PU Yoga Mat - Sahasrara",shaktiwarrior,,,,182.88,,Natural Rubber,"Eco-Friendly; Extra Wide",,6735189114946
shaktiwarrior-anahata-hemp,"Hemp Yoga Mat - Anahata",shaktiwarrior,,,182.88,,,,"Eco-Friendly; Non-Slip",,4766902714434
shaktiwarrior-shivshakti-pro,"Cork Yoga Mat - Shivshakti",shaktiwarrior,,,182.88,,,Cork,"Eco-Friendly; Non-Slip",,2013180133442
shaktiwarrior-sacred-rubber,"Recycled Suede Yoga Mat - Sacred",shaktiwarrior,,,182.88,,,Natural Rubber,"Eco-Friendly; Extra Thick; Non-Slip",,4704901431362
shaktiwarrior-ajna-pro,"Recycled Suede Yoga Mat - Ajna",shaktiwarrior,,,182.88,,,Natural Rubber,"Eco-Friendly; Non-Slip",,4704877379650
shaktiwarrior-kundalini,"Recycled Suede Yoga Mat - Kundalini",shaktiwarrior,,1,182.88,,,Natural Rubber,"Eco-Friendly; Non-Slip",,4704857555010
shaktiwarrior-samskara,"TPE Yoga Mat - Samskara",shaktiwarrior,,6,182.88,,,TPE,"Eco-Friendly; Extra Thick; Non-Slip",,4499946242114
shaktiwarrior-lotus,"Recycled Suede Yoga Mat - Lotus",shaktiwarrior,,,182.88,,,,"Eco-Friendly; Non-Slip",,4704850116674
shaktiwarrior-sahasrara,"TPE Yoga Mat - Sahasrara",shaktiwarrior,,6,182.88,,,TPE,"Eco-Friendly; Extra Thick",,4704820887618
shaktiwarrior-ajna,"TPE Yoga Mat - Ajna",shaktiwarrior,,6,182.88,,,TPE,"Eco-Friendly; Extra Thick; Non-Slip",,4704518471746
shaktiwarrior-samskara-hemp,"Hemp Yoga Mat - Samskara",shaktiwarrior,,,182.88,,,Natural Rubber,"Eco-Friendly; Non-Slip",,4490546020418
shaktiwarrior-chakra-hemp,"Hemp Yoga Mat - Chakra",shaktiwarrior,,,182.88,,,Natural Rubber,"Eco-Friendly; Non-Slip",,4489858154562
shaktiwarrior-samskara-pro,"Cork Yoga Mat - Samskara",shaktiwarrior,,,182.88,,,Cork,"Eco-Friendly; Non-Slip",,2013231972418
shaktiwarrior-mandala-pro,"Cork Yoga Mat - Mandala",shaktiwarrior,,,182.88,,,Natural Rubber,"Non-Slip",,2013167878210
shaktiwarrior-aum,"Cork Yoga Mat - Aum",shaktiwarrior,,,182.88,,,Cork,"Non-Slip",,1691037532226
shaktiwarrior-chakra-yoga-mat,"TPE Yoga Mat - Chakra",shaktiwarrior,,6,182.88,,,TPE,"Eco-Friendly; Extra Thick; Non-Slip; Alignment Marks",,102427951123
shaktiwarrior-zakti,"Recycled Suede Yoga Mat - Zakti",shaktiwarrior,,,182.88,,,Natural Rubber,"Eco-Friendly; Non-Slip",,102427885587
shaktiwarrior-jnana-yoga-mat,"TPE Yoga Mat - Jnana",shaktiwarrior,,6,182.88,,,TPE,"Eco-Friendly; Extra Thick; Non-Slip",,102427852819
shaktiwarrior-akasa-pro,"Cork Yoga Mat - Akasa",shaktiwarrior,,,182.88,,,Cork,"Eco-Friendly; Non-Slip",,102427787283
shaktiwarrior-hemp-yoga-mat-firestone,"Hemp Yoga Mat - Firestone",shaktiwarrior,,,182.88,,,Natural Rubber,"Eco-Friendly; Non-Slip",,7494628409410
shaktiwarrior-hemp-yoga-mat-moonbeam,"Hemp Yoga Mat - Moonbeam",shaktiwarrior,,,182.88,,,Natural Rubber,"Eco-Friendly; Non-Slip",,7495728660546
shaktiwarrior-hemp-yoga-mat-river,"Hemp Yoga Mat - River",shaktiwarrior,,,182.88,,,Natural Rubber,"Eco-Friendly; Non-Slip",,7495737212994
stakt-the-stakt-mat-pro,"The Stakt Mat Pro",stakt,,12,,,,,"Non-Slip; Premium",,8037178015926
stakt-the-mat,"The Stakt Mat",stakt,,12,,,,,"Lightweight",,6599577534646
stakt-the-strength-set,"The Strength Set",stakt,,,,,,,"",,8106896621750
stakt-the-stakt-starter-set,"The Stakt Starter Set",stakt,,,,,,,"Lightweight",,8099435675830
stakt-the-bring-stakt-anywhere-set,"The Bring Stakt Anywhere Set",stakt,,,,,,,"Lightweight",,8354102050998
stakt-the-holiday-gift-set,"The New Year Set",stakt,,,,,,,"Non-Slip",,8354083143862
stakt-the-pilates-set,"The Pilates Set",stakt,,,,,,,"",,8100530258102
stakt-stakt-mat-pro-xl,"The Stakt Mat Pro XL",stakt,,,203.2,71.12,,,"Extra Wide; Premium",,8384218300598
thesatoriconcept-the-peaceful-mountain-cork-yoga-mat,"Peaceful Mountain Cork Yoga Mat",thesatoriconcept,,,182.88,66.04,,Cork,"Extra Wide",,6629890588857
thesatoriconcept-garden-of-flower-cork-yoga-mat,"Garden of Flower Cork Yoga Mat",thesatoriconcept,,,,,,Cork,"Eco-Friendly",,6782422679737
thesatoriconcept-satoriconcept-original-cork-yoga-mat,"Original Cork Yoga Mat",thesatoriconcept,,,,,,Cork,"Eco-Friendly",,6235203731641
thesatoriconcept-7-chakras-cork-yoga-mat,"7 Chakras Cork Yoga Mat",thesatoriconcept,,,,,,Cork,"Non-Slip",,6235261796537
thesatoriconcept-koi-fish-cork-yoga-mat,"KOI Fish Cork Yoga Mat",thesatoriconcept,,,,,,Cork,"Eco-Friendly",,7912633827513
thesatoriconcept-extra-large-cork-yoga-mat,"XL Original Cork Yoga Mat (80""x26""x6mm)",thesatoriconcept,,6,203.2,66.04,,Cork,"Eco-Friendly; Extra Thick; Extra Wide",,7973685100729
thesatoriconcept-xl-6mm-mountain-cork-mat,"XL Mountain Mat (80""x26""x6mm)",thesatoriconcept,,6,203.2,66.04,,,"Extra Thick; Extra Wide",,8012567740601
thesatoriconcept-xl-four-elements-cork-yoga-mat-80x26x6mm,"XL Four Elements Cork Yoga Mat (80""x26""x6mm)",thesatoriconcept,,6,203.2,66.04,,Cork,"Extra Thick; Extra Wide; Alignment Marks",,8051058639033
thesatoriconcept-xl-phoenix-cork-yoga-mat,"XL Phoenix Cork Yoga Mat (80""x26""x6mm)",thesatoriconcept,,6,203.2,66.04,,Cork,"Extra Thick; Extra Wide",,8173484638393
thesatoriconcept-xl-phoenix-cork-yoga-mat-80x26x6mm-copy,"XL Blue Whale Cork Yoga Mat (80""x26""x6mm)",thesatoriconcept,,6,203.2,66.04,,Cork,"Extra Thick; Extra Wide; Alignment Marks",,8211331055801
thesatoriconcept-xl-blue-whale-cork-yoga-mat-80x26x6mm-copy,"XL The Earth Cork Yoga Mat (80""x26""x6mm)",thesatoriconcept,,6,203.2,66.04,,Cork,"Eco-Friendly; Extra Thick; Extra Wide; Alignment Marks",,8261229609145
thesatoriconcept-vegan-suede-yoga-mat-forest,"Yoga Mat Forest Design",thesatoriconcept,,,,,,,"Eco-Friendly; Lightweight; Premium",,7931802943673
woloyoga-ascend-yoga-mat,"Ascend Mat 4mm",woloyoga,,4,,,,Natural Rubber,"Reversible; Non-Slip",,8333492650180
woloyoga-mastery-yoga-mat,"Mastery Mat 4mm",woloyoga,,4,,,,Natural Rubber,"Non-Slip",,8210934399172
woloyoga-away-travel-mat,"Away Travel Mat 1.5mm",woloyoga,,1.5,,,,Natural Rubber,"Non-Slip; Lightweight",,8247536746692
woloyoga-dual-flow-bundle,"Dual Flow Bundle",woloyoga,,,,,,,"Non-Slip",,8210944131268
woloyoga-travel-flow-bundle,"Travel Flow Bundle",woloyoga,,,,,,,"Lightweight",,8347884716228
woloyoga-complete-flow-bundle,"Complete Flow Bundle",woloyoga,,,,,,,"Lightweight",,8347909095620
woloyoga-elevate-flow-bundle,"Elevate Flow Bundle",woloyoga,,,,,,,"",,8394648355012
woloyoga-the-ritual-bundle,"The Ritual Bundle",woloyoga,,,,,,Cork,"",,8394821664964
yogadesignlab-combo-yoga-mat-celestial,"Combo Yoga Mat - Celestial",yogadesignlab,,1.5,,,,Natural Rubber,"Eco-Friendly; Non-Slip",,7140703764639
